time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-12-23 9:48:49:352	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.07	-1.87	176.82	7.900	-51.033	192.392	-0.00009	0.03937	0.69452	0.71832	24.2	10080.1.13	75
2024-12-23 9:48:49:419	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.03	-1.70	176.81	7.900	-51.033	192.392	-0.00009	0.03937	0.69452	0.71832	24.2	10080.1.13	75
2024-12-23 9:48:49:554	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.07	-2.07	176.81	7.900	-51.033	192.392	0.00693	0.03275	0.69431	0.71884	24.2	10080.1.13	75
2024-12-23 9:48:49:623	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.06	-2.37	176.81	7.900	-51.033	192.392	0.00693	0.03275	0.69431	0.71884	24.2	10080.1.13	75
2024-12-23 9:48:50:330	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.04	-2.59	176.80	7.958	-50.933	192.808	0.00693	0.03275	0.69431	0.71884	24.2	10080.1.13	75
2024-12-23 9:48:50:332	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.98	-2.65	176.81	7.958	-50.933	192.808	0.00693	0.03275	0.69431	0.71884	24.2	10080.1.13	75
2024-12-23 9:48:50:333	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.91	-2.83	176.82	7.958	-50.933	192.808	0.00693	0.03275	0.69431	0.71884	24.2	10080.1.13	75
2024-12-23 9:48:50:334	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.90	-2.86	176.85	7.958	-50.933	192.808	0.00693	0.03275	0.69431	0.71884	24.2	10080.1.13	75
2024-12-23 9:48:50:348	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.86	-2.76	176.85	7.958	-50.933	192.808	0.00693	0.03275	0.69431	0.71884	24.2	10080.1.13	75
2024-12-23 9:48:50:349	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.85	-2.77	176.86	7.958	-50.933	192.808	0.00693	0.03275	0.69431	0.71884	24.2	10080.1.13	75
2024-12-23 9:48:50:380	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.86	-2.26	176.89	7.958	-50.933	192.808	0.00693	0.03275	0.69431	0.71884	24.2	10080.1.13	75
2024-12-23 9:48:50:464	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.85	-1.37	176.93	8.908	-50.975	192.192	0.01254	0.02545	0.69281	0.72049	24.2	10080.1.13	75
2024-12-23 9:48:50:545	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.56	-0.90	176.91	8.908	-50.975	192.192	0.01254	0.02545	0.69281	0.72049	24.2	10080.1.13	75
2024-12-23 9:48:50:653	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.40	-3.71	176.91	7.517	-51.192	197.833	0.01254	0.02545	0.69281	0.72049	24.2	10080.1.13	75
2024-12-23 9:48:50:747	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.52	-0.48	176.83	7.517	-51.192	197.833	0.01947	0.01974	0.69135	0.72192	24.2	10080.1.13	75
2024-12-23 9:48:50:836	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.53	1.80	176.84	7.517	-51.192	197.833	0.01947	0.01974	0.69135	0.72192	24.2	10080.1.13	75
2024-12-23 9:48:50:948	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.47	3.64	177.01	8.000	-51.992	212.025	0.01947	0.01974	0.69135	0.72192	24.2	10080.1.13	75
2024-12-23 9:48:51:38	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.23	1.60	177.43	8.000	-51.992	212.025	0.01947	0.01974	0.69135	0.72192	24.2	10080.1.13	75
2024-12-23 9:48:51:152	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.08	-0.72	177.88	8.000	-51.992	212.025	0.00610	0.01974	0.68820	0.72516	24.2	10080.1.13	75
2024-12-23 9:48:51:246	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.81	-3.52	178.18	8.000	-51.992	212.025	0.00610	0.01974	0.68820	0.72516	24.2	10080.1.13	75
2024-12-23 9:48:51:354	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.01	-6.44	178.33	7.500	-49.717	194.133	0.00610	0.01974	0.68820	0.72516	24.2	10080.1.13	75
2024-12-23 9:48:51:453	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.13	-8.68	178.38	7.500	-49.717	194.133	0.00610	0.01974	0.68820	0.72516	24.2	10080.1.13	75
2024-12-23 9:48:51:576	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.07	-6.41	178.35	7.500	-49.717	194.133	-0.02448	0.04681	0.68695	0.72470	24.2	10080.1.13	75
2024-12-23 9:48:51:647	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.98	-6.04	178.41	7.500	-49.717	194.133	-0.02448	0.04681	0.68695	0.72470	24.2	10080.1.13	75
2024-12-23 9:48:51:766	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.85	-7.23	178.65	5.592	-50.050	203.250	-0.02448	0.04681	0.68695	0.72470	24.2	10080.1.13	75
2024-12-23 9:48:51:849	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.64	-8.42	178.95	5.592	-50.050	203.250	-0.02448	0.04681	0.68695	0.72470	24.2	10080.1.13	75
2024-12-23 9:48:52:40	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.69	-7.64	178.97	5.592	-50.050	203.250	-0.03848	0.05530	0.68466	0.72568	24.2	10080.1.13	75
2024-12-23 9:48:52:60	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.82	-8.53	178.78	5.592	-50.050	203.250	-0.03848	0.05530	0.68466	0.72568	24.2	10080.1.13	75
2024-12-23 9:48:52:250	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.46	-10.19	178.45	6.125	-50.517	197.058	-0.03848	0.05530	0.68466	0.72568	24.2	10080.1.13	75
2024-12-23 9:48:52:350	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.88	-10.42	178.07	6.125	-50.517	197.058	-0.03848	0.05530	0.68466	0.72568	24.2	10080.1.13	75
2024-12-23 9:48:52:369	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.92	-6.84	177.73	6.125	-50.517	197.058	-0.03848	0.05530	0.68466	0.72568	24.2	10080.1.13	75
2024-12-23 9:48:52:436	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.41	-5.87	177.52	6.125	-50.517	197.058	-0.02008	0.04990	0.69412	0.71777	24.2	10080.1.13	75
2024-12-23 9:48:52:592	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.94	-5.99	177.80	6.125	-50.517	197.058	-0.02008	0.04990	0.69412	0.71777	24.2	10080.1.13	75
2024-12-23 9:48:52:666	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.69	-7.34	178.09	6.275	-51.017	197.808	-0.02008	0.04990	0.69412	0.71777	24.2	10080.1.13	75
2024-12-23 9:48:52:782	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.46	-7.55	178.28	6.275	-51.017	197.808	-0.02008	0.04990	0.69412	0.71777	24.2	10080.1.13	75
2024-12-23 9:48:52:845	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.32	-13.41	178.47	6.275	-51.017	197.808	-0.07864	0.10095	0.68369	0.71838	24.2	10080.1.13	75
2024-12-23 9:48:53:5	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.56	-14.24	178.51	6.275	-51.017	197.808	-0.07864	0.10095	0.68369	0.71838	24.2	10080.1.13	75
2024-12-23 9:48:53:52	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.74	-12.55	178.42	5.192	-51.242	195.942	-0.07864	0.10095	0.68369	0.71838	24.2	10080.1.13	75
2024-12-23 9:48:53:194	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.79	-9.77	178.26	5.192	-51.242	195.942	-0.07864	0.10095	0.68369	0.71838	24.2	10080.1.13	75
2024-12-23 9:48:53:259	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.19	-8.73	178.05	5.192	-51.242	195.942	-0.04034	0.06656	0.69363	0.71603	24.2	10080.1.13	75
2024-12-23 9:48:53:412	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.40	-8.84	177.94	5.192	-51.242	195.942	-0.04034	0.06656	0.69363	0.71603	24.2	10080.1.13	75
2024-12-23 9:48:53:468	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.32	-8.96	177.88	5.192	-51.242	195.942	-0.04034	0.06656	0.69363	0.71603	24.2	10080.1.13	60
2024-12-23 9:48:53:609	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.27	-9.54	177.74	5.192	-51.242	195.942	-0.04034	0.06656	0.69363	0.71603	24.2	10080.1.13	60
2024-12-23 9:48:53:651	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.16	-9.81	177.56	5.192	-51.242	195.942	-0.04034	0.06656	0.69363	0.71603	23.4	10080.1.13	60
2024-12-23 9:48:53:815	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.95	-9.32	177.39	5.192	-51.242	195.942	-0.04034	0.06656	0.69363	0.71603	23.4	10080.1.13	60
2024-12-23 9:48:53:883	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.81	-8.65	177.23	5.825	-51.292	191.150	-0.04034	0.06656	0.69363	0.71603	23.4	10080.1.13	60
2024-12-23 9:48:54:21	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.67	-7.84	177.11	5.825	-51.292	191.150	-0.04034	0.06656	0.69363	0.71603	23.4	10080.1.13	60
2024-12-23 9:48:54:57	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.54	-7.55	177.04	5.825	-51.292	191.150	-0.02728	0.06650	0.68854	0.72156	23.4	10080.1.13	60
2024-12-23 9:48:54:169	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.52	-7.68	176.95	5.825	-51.292	191.150	-0.02728	0.06650	0.68854	0.72156	23.4	10080.1.13	60
2024-12-23 9:48:54:263	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.47	-7.23	176.81	6.650	-51.600	186.400	-0.02728	0.06650	0.68854	0.72156	23.4	10080.1.13	60
2024-12-23 9:48:54:399	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.37	-5.54	176.61	6.650	-51.600	186.400	-0.02728	0.06650	0.68854	0.72156	23.4	10080.1.13	60
2024-12-23 9:48:54:461	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.19	-2.64	176.35	6.650	-51.600	186.400	-0.02728	0.06650	0.68854	0.72156	23.4	10080.1.13	60
2024-12-23 9:48:54:616	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.08	0.23	176.04	6.650	-51.600	186.400	0.02911	0.02026	0.68851	0.72430	23.4	10080.1.13	60
2024-12-23 9:48:54:675	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.00	1.77	175.79	6.650	-51.600	186.400	0.02911	0.02026	0.68851	0.72430	23.4	10080.1.13	60
2024-12-23 9:48:54:788	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.63	3.39	175.66	10.242	-51.525	170.517	0.02911	0.02026	0.68851	0.72430	23.4	10080.1.13	60
2024-12-23 9:48:54:884	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.28	6.10	176.11	10.242	-51.525	170.517	0.02911	0.02026	0.68851	0.72430	23.4	10080.1.13	60
2024-12-23 9:48:55:1	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.06	7.14	176.22	10.242	-51.525	170.517	0.06815	-0.02176	0.68198	0.72778	23.4	10080.1.13	60
2024-12-23 9:48:55:68	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.18	8.12	176.15	10.242	-51.525	170.517	0.06815	-0.02176	0.68198	0.72778	23.4	10080.1.13	60
2024-12-23 9:48:55:214	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.73	8.56	176.06	11.850	-51.983	165.708	0.06815	-0.02176	0.68198	0.72778	23.4	10080.1.13	60
2024-12-23 9:48:55:275	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.64	7.33	176.25	11.850	-51.983	165.708	0.06815	-0.02176	0.68198	0.72778	23.4	10080.1.13	60
2024-12-23 9:48:55:425	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.81	6.20	175.99	11.850	-51.983	165.708	0.06522	-0.01645	0.69339	0.71735	23.4	10080.1.13	60
